Timestamp,Therapist joint angle 0,Therapist joint angle 1,Therapist joint angle 2,Therapist joint angle 3,Therapist joint angle 4,Therapist joint angle 5,Patient joint angle 0,Patient joint angle 1,Patient joint angle 2,Patient joint angle 3,Patient joint angle 4,Patient joint angle 5,Virtual joint angle 0,Virtual joint angle 1,Virtual joint angle 2,Therapist position x,Therapist position y,Therapist position z,Patient position x,Patient position y,Patient position z,Virtual position x,Virtual position y,Virtual position z,Assistive Force, Obstacle Force Magnitude, Therapist Constant Force, Patient Constant Force, Recovery Factor, Assistance Level,label
6.38224E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,1
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.20568,-57.12502,-17.01029,-0.4441859,-4.27255,-61.51973,-6.98289,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.20568,-57.12502,-17.01029,-0.4441859,-4.27255,-61.51973,-6.98289,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.20568,-57.12502,-17.01029,-0.4441859,-4.27255,-61.51973,-6.909645,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,6.53E-08,0,
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.20568,-57.12502,-17.01029,-0.4441859,-4.27255,-61.51973,-6.98289,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,6.53E-08,0,
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.20568,-57.12502,-17.01029,-0.4441859,-4.27255,-61.44649,-6.909645,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.13243,-57.12502,-17.01029,-0.4441859,-4.27255,-61.51973,-6.98289,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,6.53E-08,0,
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.13243,-57.12502,-17.01029,-0.4441859,-4.27255,-61.44649,-6.98289,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,6.53E-08,0,
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.20568,-57.12502,-17.01029,-0.4441859,-4.27255,-61.51973,-6.98289,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,6.53E-08,0,
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.20568,-57.12502,-17.01029,-0.4441859,-4.27255,-61.51973,-6.98289,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,6.53E-08,0,
6.38224E+17,40.5467,1.613096,-6.23372,-97.04363,-10.20568,-57.12502,-17.01029,-0.4441859,-4.27255,-61.51973,-6.98289,34.57793,0,0,0,77.23935,-105.4577,-78.06344,-36.10317,-110.6632,-50.33768,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,
