Timestamp,Therapist joint angle 0,Therapist joint angle 1,Therapist joint angle 2,Therapist joint angle 3,Therapist joint angle 4,Therapist joint angle 5,Patient joint angle 0,Patient joint angle 1,Patient joint angle 2,Patient joint angle 3,Patient joint angle 4,Patient joint angle 5,Virtual joint angle 0,Virtual joint angle 1,Virtual joint angle 2,Therapist position x,Therapist position y,Therapist position z,Patient position x,Patient position y,Patient position z,Virtual position x,Virtual position y,Virtual position z,Assistive Force, Obstacle Force Magnitude, Therapist Constant Force, Patient Constant Force, Recovery Factor, Assistance Level,,label
6.38223E+17,25.82172,6.522519,3.688868,-7.391551,18.1402,59.55453,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.12524,0,0,0,61.44461,-94.576,-41.36856,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.009820047,0,,
6.38223E+17,24.19608,7.106974,4.529369,-9.36917,16.96828,60.57997,-4.570632,-0.4675641,0.1400836,-35.22471,-8.447793,45.05199,0,0,0,58.5511,-93.08518,-38.04405,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.01501514,0,,
6.38223E+17,21.93432,7.597916,5.509954,-11.71302,15.57662,62.26461,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,54.15759,-91.75228,-33.86163,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.02122315,0,,
6.38223E+17,20.42649,7.691429,5.766775,-13.17792,14.84417,63.14355,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,50.79744,-91.47784,-31.95282,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.02831248,0,,
6.38223E+17,18.49457,7.691429,5.906858,-15.59501,14.11172,63.876,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,46.27324,-91.44469,-30.01028,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.03667737,0,,
6.38223E+17,16.68045,7.691429,6.23372,-18.30508,13.45251,64.31547,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.12524,0,0,0,42.08776,-91.36424,-27.89011,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.04594043,0,,
6.38223E+17,14.81922,7.574538,6.303762,-20.86866,12.79331,64.68169,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,37.55424,-91.61608,-26.40566,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.05606275,0,,
6.38223E+17,14.08886,7.434268,6.350456,-21.7476,12.64682,64.82819,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.12524,0,0,0,35.77853,-91.92777,-25.79237,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.06138862,0,,
6.38223E+17,12.32186,7.060217,6.537234,-23.43224,12.64682,65.41415,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,31.48136,-92.7426,-24.22763,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.07255745,0,,
6.38223E+17,10.03654,6.919948,6.74736,-25.26337,12.86655,66.07335,-4.570632,-0.4675641,0.1400836,-35.22471,-8.521038,45.05199,0,0,0,25.80092,-93.01006,-22.56946,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.08465687,0,,
6.38223E+17,7.397828,6.966705,7.401083,-27.75371,12.86655,66.29308,-4.570632,-0.4675641,0.1400836,-35.22471,-8.447793,45.05199,0,0,0,19.25484,-92.71467,-20.05194,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.09758575,0,,
6.38223E+17,4.711992,7.317377,8.28828,-31.04974,12.64682,66.43958,-4.570632,-0.4675641,0.1400836,-35.22471,-8.447793,45.05199,0,0,0,12.44421,-91.62302,-17.37511,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1109533,0,,
6.38223E+17,2.756516,8.088859,9.082087,-33.97955,12.28059,66.51283,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,7.361519,-89.56471,-15.4546,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1240303,0,,
6.38223E+17,1.272238,9.327903,9.945935,-36.68962,11.76787,66.87905,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,3.432987,-86.38195,-13.76936,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1361739,0,,
6.38223E+17,0.3298394,11.33843,10.76309,-38.96022,11.3284,67.83124,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,0.8960404,-81.43696,-12.70226,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1468525,0,,
6.38223E+17,0.04711992,13.34895,11.41681,-40.13214,10.88893,68.78342,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,0.1284117,-76.57342,-12.20694,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1559099,0,,
6.38223E+17,0.02355996,16.34136,12.30401,-40.86459,10.22972,70.17509,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.12524,0,0,0,0.06430316,-69.41774,-11.97031,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1628962,0,,
6.38223E+17,0.02355996,18.00122,12.72426,-41.01108,9.717009,70.83429,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,0.06422683,-65.515,-12.15593,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1655661,0,,
6.38223E+17,0.2120396,21.67159,13.70484,-41.15757,8.618331,71.93297,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.12524,0,0,0,0.5755366,-56.95911,-12.83349,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1692095,0,,
6.38223E+17,0.6832389,25.34197,14.84886,-40.93784,7.446409,73.10489,-4.570632,-0.4675641,0.1400836,-35.22471,-8.521038,45.05199,0,0,0,1.844614,-48.47033,-13.66974,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1706152,0,,
6.38223E+17,1.366478,29.33965,16.31974,-40.35188,5.90826,74.35006,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,3.665714,-39.28753,-14.67746,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1696542,0,,
6.38223E+17,2.238196,33.29056,17.79062,-39.61942,4.370111,75.44874,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,5.944428,-30.4293,-16.25548,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1665652,0,,
6.38223E+17,3.934513,38.22336,20.00861,-38.22777,1.879776,76.98688,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,10.38199,-19.21694,-18.30281,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1610574,0,,
6.38223E+17,5.277431,41.33266,21.40944,-37.12909,0.268382,78.23206,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,13.68709,-12.72995,-20.17313,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1539016,0,,
6.38223E+17,7.280028,45.23682,22.78693,-35.3712,-2.002218,79.47723,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,18.44384,-4.910608,-23.97402,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1449458,0,,
6.38223E+17,8.528707,46.99019,23.27722,-34.27253,-3.100896,79.91669,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,21.30526,-1.635342,-26.28014,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1398941,0,,
6.38223E+17,13.38206,51.47881,24.28116,-29.80457,-6.250438,80.50266,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.12524,0,0,0,31.91288,6.126412,-34.20744,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1229038,0,,
6.38223E+17,15.45534,52.92825,24.63136,-27.60722,-7.27587,80.5759,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,36.23232,8.531239,-37.30388,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1166304,0,,
6.38223E+17,19.41341,55.17256,25.44852,-22.91953,-8.814018,80.5759,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,44.35888,12.4025,-42.48017,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.1032769,0,,
6.38223E+17,23.4186,56.64539,26.0322,-17.86561,-10.13243,80.20967,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,52.40027,14.91376,-47.3679,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.08900568,0,,
6.38223E+17,28.36619,57.15971,26.0789,-11.34679,-11.08462,78.3053,-4.570632,-0.4675641,0.1400836,-35.22471,-8.521038,45.05199,0,0,0,62.20901,15.61515,-53.1344,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.07405215,0,,
6.38223E+17,30.65151,57.06619,26.0789,-8.270493,-11.15786,76.98688,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.12524,0,0,0,66.84702,15.49697,-55.54944,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.05893955,0,,
6.38223E+17,33.38446,56.59863,26.0789,-4.095518,-11.30435,74.56979,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,72.65066,14.90163,-58.10446,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.04368069,0,,
6.38223E+17,35.57554,55.92066,26.0322,-0.6529952,-11.23111,72.07946,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,77.51903,13.97749,-59.97486,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.02845317,0,,
6.38223E+17,37.6017,55.14918,25.84542,2.203566,-11.59733,69.44263,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.12524,0,0,0,81.96699,12.77124,-61.92022,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0.01336039,0,,
6.38223E+17,38.92105,54.51797,25.5886,3.888205,-12.11005,67.90449,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,84.81198,11.66576,-63.32036,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,39.53362,54.05041,25.23839,4.767147,-12.32979,66.95229,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,86.02379,10.68072,-64.11945,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,40.61737,53.02177,24.07103,6.012315,-12.76926,64.97468,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,87.62577,8.12457,-66.17797,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,41.46553,51.66583,22.60015,6.744767,-12.76926,63.14355,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,88.70158,4.840674,-67.96947,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,41.84249,49.91246,21.17597,7.110993,-12.1833,61.97163,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,89.41755,1.025358,-68.49105,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,42.03097,48.53315,20.14869,7.184238,-11.30435,61.53215,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,89.87533,-1.914878,-68.64177,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,42.45505,47.52789,19.07472,7.257483,-10.27892,61.23917,-4.570632,-0.4675641,0.1400836,-35.22471,-8.521038,45.05199,0,0,0,90.19572,-4.318411,-69.76348,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,43.35033,46.21871,18.21087,7.623709,-8.081567,61.09268,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,91.94392,-7.044014,-70.95303,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,43.84509,45.30696,18.18752,8.06318,-6.909645,61.09268,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,93.7989,-8.541343,-70.69135,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,44.22205,44.20818,18.09413,8.50265,-5.298251,61.09268,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,95.55112,-10.4249,-70.16824,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,44.45765,43.78737,18.11748,8.575896,-4.346064,61.09268,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,96.46669,-11.11255,-70.03952,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,45.94193,43.4367,19.30819,8.50265,-2.002218,61.16593,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,101.2716,-10.81439,-70.35458,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,47.21416,43.4367,20.26543,8.942122,-1.050031,61.16593,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,104.9609,-10.06022,-71.20332,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,47.92096,43.48346,20.9425,9.381593,-0.7570504,61.23917,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,107.1905,-9.426697,-71.56715,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,49.26388,43.95102,22.71689,10.48027,-0.171089,61.16593,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,111.7641,-7.104618,-72.09504,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,51.05444,45.4706,25.28509,12.82412,-0.61056,61.16593,-4.570632,-0.4675641,0.1400836,-35.22471,-8.521038,45.05199,0,0,0,117.0285,-2.160252,-73.76615,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,51.80835,46.24208,26.28902,13.92279,-1.050031,61.16593,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,118.9037,0.1067113,-74.81006,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,53.00991,47.57465,27.94668,15.60743,-2.075463,61.01944,-4.570632,-0.4675641,0.1400836,-35.22471,-8.447793,45.05199,0,0,0,121.7728,3.983942,-76.62062,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,53.95231,48.95396,29.39421,16.99909,-3.247386,60.57997,-4.570632,-0.4675641,0.1400836,-35.22471,-8.447793,45.05199,0,0,0,123.7181,7.737208,-78.3061,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,54.70623,51.03462,31.07521,18.09777,-4.85878,59.70102,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,124.6236,12.82009,-80.13188,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,54.96539,52.76461,32.42935,18.75698,-6.250438,58.96857,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,124.6214,16.96293,-80.97691,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,54.96539,53.91014,33.24651,19.04996,-7.27587,58.5291,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,124.1787,19.58613,-81.2873,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,54.96539,56.57525,34.25044,19.41618,-9.180244,57.94314,-4.570632,-0.4675641,0.1400836,-35.15147,-8.447793,45.05199,0,0,0,121.5972,24.42008,-83.09724,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
6.38223E+17,54.91827,59.21699,34.50726,19.63592,-10.93813,57.65016,-4.570632,-0.4675641,0.1400836,-35.15147,-8.521038,45.05199,0,0,0,117.669,28.02489,-85.70685,-10.65202,-111.0878,-35.1035,0.001067912,-0.1257102,0.09433498,0,0.3,0,0,0,0,,
