Joint angle 0,Joint angle 1,Joint angle 2,Stylus X,Stylus Y,Stylus Z,Ball X,Ball Y,Ball Z,label
-22.594,32.91651,51.78423,-83.26114,13.32098,31.73107,0.02565899,0.1735369,0.1700603,0
-22.594,32.91651,51.59746,-83.15761,12.97988,31.48228,0.02565899,0.1735369,0.1700603,0
-22.594,32.91651,51.57411,-83.14464,12.9373,31.4511,0.02565899,0.1735369,0.1700603,0
-22.594,32.91651,51.52742,-83.11868,12.85219,31.38871,0.02565899,0.1735369,0.1700603,0
-22.594,32.91651,51.45737,-83.07967,12.72463,31.29501,0.02565899,0.1735369,0.1700603,0
-22.594,32.89313,51.38733,-83.05198,12.55151,31.22845,0.02565899,0.1735369,0.1700603,0
-22.594,32.89313,51.34064,-83.02591,12.46662,31.1658,0.02565899,0.1735369,0.1700603,0
-22.594,32.89313,51.20055,-82.94754,12.21228,30.97748,0.02565899,0.1735369,0.1700603,0
-22.594,32.84638,50.94373,-82.82594,11.65589,30.68526,0.02565899,0.1735369,0.1700603,0
-22.61756,32.79962,50.66357,-82.77198,11.0591,30.32523,0.02565899,0.1735369,0.1700603,0
-22.61756,32.75286,50.54683,-82.72832,10.75765,30.22044,0.02565899,0.1735369,0.1700603,0
-22.61756,32.75286,50.50013,-82.70175,10.67376,30.15667,0.02565899,0.1735369,0.1700603,0
-22.61756,32.75286,50.45344,-82.67515,10.58993,30.09282,0.02565899,0.1735369,0.1700603,0
-22.61756,32.75286,50.45344,-82.67515,10.58993,30.09282,0.02565899,0.1735369,0.1700603,0
-22.61756,32.75286,50.45344,-82.67515,10.58993,30.09282,0.02565899,0.1735369,0.1700603,0
-22.57044,32.77624,50.47679,-82.5139,10.67759,30.1655,0.02565899,0.1735369,0.1700603,0
-22.42908,32.93989,50.50013,-81.95822,11.03945,30.20941,0.02565899,0.1735369,0.1700603,0
-22.14636,33.33732,50.57018,-80.8259,11.93983,30.23903,0.02565899,0.1735369,0.1700603,0
-21.67517,33.94515,50.68691,-78.96419,13.3276,30.32888,0.02565899,0.1735369,0.1700603,0
-21.0626,34.76339,50.827,-76.52351,15.15226,30.35136,0.02565899,0.1735369,0.1700603,0
-20.23801,35.65176,51.06047,-73.36208,17.26356,30.63486,0.02565899,0.1735369,0.1700603,0
-19.34273,36.51675,51.43402,-70.03152,19.56852,31.15157,0.02565899,0.1735369,0.1700603,0
-18.30609,37.49864,51.85428,-66.16932,22.16037,31.65624,0.02565899,0.1735369,0.1700603,0
