Joint angle 0,Joint angle 1,Joint angle 2,Stylus X,Stylus Y,Stylus Z,Ball X,Ball Y,Ball Z,label
-34.79806,90.96459,69.24799,-69.88261,109.432,-67.79484,-0.06018854,0.2496902,0.09806504,0
-36.0703,90.49702,69.1546,-72.69322,109.2427,-68.55408,-0.06277744,0.2492838,0.09712495,0
-37.2483,89.81906,69.08456,-75.64939,109.0947,-68.85986,-0.06578981,0.2488933,0.0965673,0
-38.28493,89.07095,69.08456,-78.51566,109.0779,-68.87817,-0.06874128,0.2486966,0.096427,0
-39.29802,88.20596,68.96782,-81.4752,108.7764,-68.79971,-0.07152006,0.2482557,0.09638972,0
-40.35821,87.2007,68.711,-84.67734,108.1252,-68.70732,-0.07481547,0.2474827,0.09637613,0
-41.32417,86.1253,68.47753,-87.86403,107.4736,-68.42152,-0.07794151,0.2467579,0.09657042,0
-42.14877,85.0499,68.08063,-90.7382,106.4229,-68.09971,-0.08073861,0.2456396,0.0968025,0
-42.97337,83.85761,67.54364,-93.7325,104.9975,-67.74049,-0.0838848,0.2440815,0.09710988,0
-43.70373,82.8056,66.93661,-96.30994,103.4104,-67.58053,-0.08647243,0.2424416,0.09722088,0
-44.29272,81.80033,66.09611,-98.41549,101.3029,-67.47429,-0.08806834,0.2411937,0.09717719,0
-44.64613,80.77169,65.30231,-100.1645,99.25636,-66.94055,-0.08969881,0.2403873,0.09742074,0
-44.83461,79.74306,64.53184,-101.6251,97.2272,-66.13644,-0.0909639,0.239581,0.09796476,0
-44.85817,78.64427,64.0182,-103.0729,95.67078,-64.76548,-0.09206259,0.2389306,0.09888495,0
-44.83461,77.05456,63.73803,-105.3781,94.30658,-62.36179,-0.09331747,0.2392577,0.1015305,0
-44.81104,75.67525,63.6213,-107.4482,93.3063,-60.19073,-0.09468094,0.2395438,0.1030205,0
-44.83461,74.31931,63.52791,-109.5736,92.29476,-58.14193,-0.09673999,0.2391058,0.1041753,0
-44.97597,73.03351,63.45787,-111.8236,91.3078,-56.4325,-0.09851586,0.2389315,0.1055626,0
-45.11733,72.12176,63.41117,-113.4995,90.57525,-55.31433,-0.09781636,0.2353054,0.1064899,0
-45.30581,71.3269,63.2244,-114.9807,89.60671,-54.59012,-0.101583,0.2390094,0.1083017,0
-45.5414,70.53204,62.96758,-116.5024,88.46925,-54.02874,-0.101287,0.2347178,0.1082867,0
-45.72989,69.8307,62.80414,-117.8533,87.57726,-53.46169,-0.1055112,0.2385588,0.1093474,0
-45.94193,69.12935,62.57067,-119.1971,86.52229,-53.00895,-0.1059673,0.2398937,0.1107054,0
-46.10685,68.2176,62.31385,-120.7538,85.22065,-52.17379,-0.1073265,0.2400542,0.1118155,0
-46.17752,67.60976,62.12708,-121.6966,84.30412,-51.55545,-0.1081915,0.2400847,0.112861,0
-46.22464,67.28246,61.96364,-122.1718,83.67597,-51.29224,-0.1091893,0.2401723,0.1130385,0
-46.31889,66.97855,61.59008,-122.5382,82.63503,-51.32719,-0.1094259,0.2402674,0.1130006,0
-46.43668,66.72139,61.14649,-122.8188,81.49355,-51.54106,-0.1095784,0.2403548,0.1127613,0
-46.53092,66.51099,60.88967,-123.1268,80.77632,-51.63325,-0.1097602,0.2403991,0.1125824,0
-46.57804,66.25382,60.6095,-123.3896,79.96762,-51.57661,-0.1096218,0.2400575,0.1132262,0
-46.57804,65.92653,60.39938,-123.7205,79.23323,-51.26346,-0.110074,0.2397251,0.1134273,0
-46.57804,65.48235,60.1659,-124.2093,78.33596,-50.80095,-0.1110226,0.2403419,0.1134508,0
-46.53092,65.03816,59.90908,-124.5773,77.38548,-50.25828,-0.1112854,0.2409241,0.1140129,0
-46.38956,64.64073,59.58222,-124.6142,76.33511,-49.63819,-0.11059,0.2381447,0.1138769,0
-46.17752,64.26668,59.34875,-124.5416,75.49165,-48.82512,-0.113129,0.2394811,0.1161832,0
-45.89481,64.07965,59.09193,-124.012,74.7885,-48.15223,-0.1151115,0.2382997,0.1189455,0
-45.58852,64.07965,58.78841,-123.1073,74.18337,-47.74609,-0.1147699,0.2322548,0.1153383,0
-45.40005,64.07965,58.43821,-122.4077,73.48757,-47.63983,-0.1095266,0.2396947,0.1174874,0
-45.07021,64.0329,57.90122,-121.3134,72.37814,-47.33356,-0.1085856,0.2408739,0.1177262,0
-44.78749,64.05627,57.50431,-120.3326,71.62112,-47.12145,-0.1060103,0.2394644,0.1184163,0
-44.59901,64.05627,57.22415,-119.6862,71.07201,-46.97665,-0.1031061,0.240134,0.1194145,0
-44.43409,64.05627,56.96733,-119.109,70.57017,-46.86451,-0.1039426,0.2386797,0.1199806,0
-44.31629,64.07965,56.85059,-118.7212,70.36634,-46.76102,-0.1082192,0.2383891,0.1198134,0
-44.22205,64.07965,56.85059,-118.5211,70.36634,-46.56591,-0.1060471,0.2410248,0.118844,0
-44.17493,64.10303,56.85059,-118.3868,70.39011,-46.50359,-0.1032732,0.238154,0.1198376,0
-44.12781,64.10303,56.85059,-118.2865,70.39011,-46.40627,-0.1077826,0.2379064,0.1203122,0
-44.08069,64.12641,56.85059,-118.1521,70.41386,-46.34419,-0.1054294,0.2412619,0.1190893,0
-44.05713,64.12641,56.85059,-118.102,70.41386,-46.29562,-0.1067683,0.1995248,0.1191023,0
-44.05713,64.12641,56.85059,-118.102,70.41386,-46.29562,-0.1061608,0.1968407,0.1189031,0
-44.05713,64.12641,56.8039,-118.0606,70.3229,-46.33835,-0.1058726,0.1972714,0.1185016,0
-44.08069,64.12641,56.7572,-118.0693,70.23199,-46.42968,-0.1061907,0.197396,0.1186494,0
-44.08069,64.1498,56.73386,-118.0146,70.21028,-46.48626,-0.1061201,0.1976067,0.118589,0
-44.08069,64.21992,56.73386,-117.9123,70.28136,-46.59181,-0.1066793,0.1966971,0.1189237,0
-44.08069,64.3602,56.73386,-117.7077,70.42298,-46.80311,-0.1059517,0.197518,0.1183029,0
-44.08069,64.50047,56.73386,-117.5028,70.56389,-47.01466,-0.1066433,0.1963972,0.1187803,0
-44.10425,64.68748,56.73386,-117.2791,70.75064,-47.34533,-0.105522,0.1976123,0.1178654,0
-44.12781,64.92127,56.73386,-116.986,70.98227,-47.74696,-0.1057303,0.1965337,0.117768,0
-44.12781,65.15505,56.7572,-116.6633,71.25732,-48.07964,-0.1059066,0.1963234,0.1176922,0
-44.17493,65.45897,56.85059,-116.3973,71.7347,-48.55119,-0.1057282,0.19628,0.1173007,0
-44.17493,66.02005,57.27084,-115.9383,73.09211,-49.02361,-0.1044221,0.1978161,0.1162466,0
-44.17493,67.00193,57.99461,-115.1062,75.4257,-49.88002,-0.1066404,0.1998673,0.1152581,0
-44.08069,68.33449,59.16197,-113.9008,78.92256,-50.73415,-0.1043287,0.1961769,0.1157811,0
-43.84509,70.08785,60.93637,-112.2018,83.94894,-51.53125,-0.1019433,0.1954573,0.1149002,0
-43.60949,71.39703,62.64072,-111.0298,88.44922,-51.79588,-0.101921,0.1984389,0.1146228,0
-43.49169,71.98148,63.5746,-110.5778,90.81503,-51.79149,-0.09975843,0.1966304,0.1139303,0
-43.46813,72.2854,64.1116,-110.4457,92.15382,-51.83478,-0.0998349,0.1952559,0.1143861,0
-43.46813,72.44905,64.18163,-110.2449,92.4159,-52.04662,-0.09943622,0.1949344,0.1142128,0
-43.46813,72.44905,64.18163,-110.2449,92.4159,-52.04662,-0.09946454,0.2285573,0.1131785,0
-43.46813,72.44905,64.13494,-110.2123,92.31809,-52.081,-0.1003959,0.2390688,0.112957,0
-43.44457,72.44905,64.13494,-110.1645,92.31809,-52.03569,-0.1005353,0.2394197,0.1127864,0
-43.42101,72.42567,64.13494,-110.1523,92.30167,-51.95272,-0.1002063,0.2391786,0.1132423,0
-43.42101,72.35555,64.13494,-110.2592,92.25229,-51.83972,-0.1005754,0.2393079,0.1130677,0
-43.44457,72.33216,64.13494,-110.3428,92.23579,-51.84743,-0.1000578,0.2394128,0.1132996,0
-43.44457,72.33216,64.13494,-110.3428,92.23579,-51.84743,-0.1002622,0.2391668,0.1134211,0
-43.46813,72.35555,64.15829,-110.3713,92.30119,-51.91324,-0.1000742,0.2394017,0.1132607,0
-43.49169,72.35555,64.15829,-110.4192,92.30119,-51.95864,-0.1001176,0.2393582,0.1132513,0
-43.49169,72.37891,64.15829,-110.3835,92.31767,-51.99625,-0.1000904,0.2393927,0.1132416,0
-43.49169,72.37891,64.13494,-110.3672,92.26877,-52.01345,-0.1000717,0.2393533,0.1132323,0
-43.51525,72.30878,64.08825,-110.4894,92.12149,-51.98045,-0.100359,0.2391487,0.1133684,0
-43.51525,72.12176,63.94816,-110.6765,91.69546,-51.78345,-0.100249,0.2393864,0.1133718,0
-43.60949,71.58406,63.55126,-111.4065,90.4772,-51.40044,-0.1007218,0.2395264,0.1135943,0
-43.75085,70.81258,63.24775,-112.6514,89.26689,-50.67634,-0.1016357,0.239605,0.1141907,0
-43.84509,70.34502,62.99092,-113.3685,88.37192,-50.31652,-0.1023019,0.2396528,0.1145914,0
-43.89221,70.01772,62.75745,-113.7906,87.63004,-50.0719,-0.1025219,0.2397958,0.1147378,0
-43.89221,69.97096,62.61737,-113.7578,87.30312,-50.10602,-0.1022636,0.2395938,0.1150615,0
-43.89221,69.99434,62.54733,-113.6703,87.17705,-50.19696,-0.1031652,0.2387584,0.1155348,0
-43.89221,69.99434,62.45394,-113.6007,86.98425,-50.26928,-0.1022331,0.2398063,0.1149338,0
-43.89221,69.99434,62.40724,-113.5658,86.88792,-50.30553,-0.1015239,0.2353381,0.115963,0
-43.93933,70.01772,62.3839,-113.6099,86.85837,-50.45391,-0.1029384,0.2396724,0.1145857,0
-44.01001,70.01772,62.3839,-113.7553,86.85837,-50.59415,-0.1034264,0.2393133,0.1145432,0
-44.12781,70.01772,62.36055,-113.9796,86.81023,-50.84637,-0.1033692,0.2396752,0.1146192,0
-44.24561,70.01772,62.3372,-114.2033,86.76209,-51.09902,-0.1033542,0.2397989,0.1142626,0
-44.43409,70.01772,62.12708,-114.4289,86.32936,-51.63803,-0.1048509,0.238471,0.1147624,0
-44.59901,70.01772,61.8936,-114.5853,85.84954,-52.14947,-0.1034687,0.2399049,0.1132923,0
-44.74036,70.01772,61.63678,-114.6726,85.32294,-52.63338,-0.1048437,0.2386728,0.113661,0
-44.83461,70.0411,61.30993,-114.5706,84.67314,-53.11605,-0.1034789,0.2400014,0.112353,0
-44.9524,70.0411,61.07645,-114.6223,84.197,-53.53714,-0.1038997,0.239914,0.1122042,0
-44.97597,70.0411,60.86632,-114.5017,83.76939,-53.75216,-0.1033459,0.2400673,0.1116917,0
-44.97597,70.06448,60.74959,-114.3719,83.55077,-53.88208,-0.1040653,0.2386228,0.1128095,0
-44.97597,70.18137,60.77293,-114.2099,83.69068,-54.04429,-0.1042465,0.2384852,0.11323,0
-44.97597,70.29826,60.81963,-114.0664,83.87753,-54.1879,-0.1041899,0.238482,0.1132877,0
-44.97597,70.32163,60.91301,-114.1049,84.08571,-54.14928,-0.1040561,0.2384862,0.1133812,0
-45.02308,70.32163,61.09979,-114.3479,84.46593,-54.09423,-0.1039803,0.2384892,0.1134546,0
-44.9524,70.29826,61.37996,-114.4647,85.01923,-53.69497,-0.1039523,0.2384896,0.1135606,0
-44.76393,70.29826,61.70683,-114.3422,85.68805,-53.06168,-0.1039026,0.2384821,0.1139495,0
-44.59901,70.29826,61.8936,-114.1541,86.07116,-52.58677,-0.1038151,0.2384796,0.1144522,0
-44.45765,70.29826,61.96364,-113.9219,86.215,-52.25073,-0.1037142,0.2384816,0.1146611,0
-44.38697,70.29826,61.96364,-113.7785,86.215,-52.11029,-0.1035229,0.2384842,0.1150039,0
-44.36341,70.29826,62.03368,-113.7843,86.35892,-52.00879,-0.1033312,0.2384865,0.1152521,0
-44.33985,70.27488,62.12708,-113.8433,86.53263,-51.85259,-0.1032291,0.238489,0.1153758,0
-44.33985,70.22812,62.15042,-113.9327,86.5439,-51.76118,-0.1030782,0.2384897,0.1155974,0
-44.33985,70.15799,62.15042,-114.04,86.48859,-51.65134,-0.102902,0.2384911,0.1158706,0
-44.33985,70.13461,62.15042,-114.0758,86.47011,-51.61474,-0.1028569,0.2384899,0.1159919,0
-44.33985,70.13461,62.22046,-114.1289,86.61429,-51.56034,-0.1028116,0.2384895,0.1161915,0
-44.33985,70.13461,62.24381,-114.1466,86.66237,-51.54223,-0.1027794,0.2384889,0.1163328,0
-44.33985,70.13461,62.36055,-114.2349,86.90293,-51.45192,-0.1027687,0.2384888,0.116382,0
-44.36341,70.20474,62.80414,-114.508,87.87476,-51.2688,-0.1026793,0.2384922,0.1165865,0
-44.36341,70.34502,63.29443,-114.6547,89.00212,-51.11876,-0.1026101,0.2384943,0.1167459,0
-44.38697,70.60218,63.97151,-114.7979,90.61404,-51.0689,-0.1026231,0.2384924,0.116844,0
-44.41053,71.25676,65.02214,-114.5752,93.31874,-51.39261,-0.1026095,0.2384912,0.1167412,0
-44.41053,72.05163,66.1428,-114.101,96.27592,-51.87674,-0.1028416,0.2384828,0.1163866,0
-44.41053,72.58932,67.40356,-114.0764,99.35237,-51.90186,-0.1028596,0.2384859,0.1162307,0
-44.41053,72.91661,68.78104,-114.4043,102.5526,-51.56707,-0.1028818,0.2384899,0.115979,0
-44.41053,73.08027,69.80833,-114.741,104.9004,-51.22341,-0.1029168,0.2384899,0.1158239,0
-44.38697,73.59459,71.23251,-114.6638,108.3685,-51.20586,-0.1029317,0.2384894,0.1157729,0
-44.22205,74.41282,72.63335,-113.7546,111.9927,-51.4636,-0.1029544,0.2384894,0.115703,0
-44.12781,75.02065,73.33376,-112.9442,113.9244,-51.91375,-0.1029687,0.2384892,0.1156613,0
-44.12781,75.41808,73.8941,-112.5777,115.4115,-52.29164,-0.1029732,0.2384892,0.1156469,0
-44.12781,76.00254,74.78129,-112.048,117.7354,-52.83768,-0.1029795,0.2384891,0.1156264,0
-44.08069,76.70389,75.76188,-111.2531,120.3277,-53.46824,-0.1029836,0.2384891,0.1156129,0
-44.03357,77.19482,76.34556,-110.6125,121.9042,-53.94165,-0.1029852,0.2384891,0.1156078,0
-44.01001,77.70914,76.97593,-109.9888,123.5918,-54.49309,-0.1029877,0.2384891,0.1155997,0
-43.84509,78.2001,77.46623,-109.0614,124.9431,-54.80086,-0.1029887,0.2384891,0.1155964,0
-43.77441,78.4105,77.55962,-108.622,125.2545,-54.97873,-0.1029887,0.2384891,0.1155964,0
-43.77441,78.50401,77.53627,-108.4663,125.245,-55.14116,-0.1029887,0.2384891,0.1155964,0
-43.77441,78.52738,77.34949,-108.3641,124.8315,-55.24791,-0.1029887,0.2384891,0.1155964,0
-43.77441,78.50401,76.83585,-108.2162,123.6555,-55.40222,-0.1029887,0.2384891,0.1155964,0
-43.77441,78.50401,75.99535,-107.8984,121.754,-55.73398,-0.1029887,0.2384891,0.1155964,0
-43.77441,78.45725,74.7346,-107.4592,118.8933,-56.1923,-0.1029887,0.2384891,0.1155964,0
-43.75085,78.2001,73.0069,-107.046,114.9096,-56.53161,-0.1029887,0.2384891,0.1155964,0
-43.65661,77.66239,70.85895,-106.6365,109.8956,-56.59192,-0.1029887,0.2384891,0.1155964,0
-43.51525,77.26497,69.06121,-105.995,105.7642,-56.71409,-0.1029887,0.2384891,0.1155964,0
-43.32677,76.91429,67.40356,-105.1914,101.9991,-56.82806,-0.1029887,0.2384891,0.1155964,0
-43.13829,76.6805,65.97938,-104.2894,98.83077,-57.0531,-0.1029887,0.2384891,0.1155964,0
-42.85557,76.54024,64.8587,-103.217,96.38335,-57.10239,-0.1029887,0.2384891,0.1155964,0
-42.66709,76.39997,63.90147,-102.4127,94.29816,-57.23839,-0.1029887,0.2384891,0.1155964,0
-42.50217,76.04929,62.68741,-101.7701,91.57968,-57.29584,-0.1029886,0.2384891,0.1155963,0
-42.40793,75.41808,61.0064,-101.3026,87.7683,-57.44028,-0.1026941,0.238765,0.115534,0
-42.40793,74.41282,59.06858,-101.3071,83.25229,-57.4354,-0.1027586,0.2390563,0.1155765,0
-42.43149,73.26729,56.89729,-101.2729,78.22575,-57.5644,-0.1028157,0.2394557,0.1155656,0
-42.43149,72.6127,55.44976,-100.9902,74.98017,-57.87361,-0.102692,0.2396924,0.1153717,0
-42.43149,72.2854,54.46917,-100.5961,72.88194,-58.30469,-0.1025132,0.2398095,0.1150499,0
-42.43149,72.00487,53.62867,-100.2406,71.09819,-58.69364,-0.1027624,0.2397228,0.1150676,0
-42.43149,71.95811,53.20842,-99.91712,70.27911,-59.04749,-0.1010712,0.237574,0.1150799,0
-42.40793,71.95811,53.13838,-99.80627,70.14863,-59.07856,-0.1015196,0.2398,0.1148119,0
-42.40793,71.95811,53.11503,-99.78428,70.10516,-59.10264,-0.1021192,0.2399542,0.1150871,0
-42.38437,71.95811,53.13838,-99.76133,70.14863,-59.03753,-0.1018963,0.239694,0.1148287,0
-42.33725,72.02824,53.18507,-99.61073,70.28607,-59.02211,-0.1039006,0.2373448,0.115408,0
-42.29013,72.12176,53.32516,-99.51269,70.6143,-58.94913,-0.1016388,0.2398714,0.114826,0
-42.24301,72.26203,53.62867,-99.49636,71.28181,-58.78619,-0.1013918,0.2398505,0.1147441,0
-42.19589,72.51919,54.02557,-99.38927,72.20857,-58.72311,-0.1013591,0.2397725,0.114862,0
-42.05453,73.01012,54.81938,-99.10748,74.04974,-58.49043,-0.1018156,0.2394169,0.1153544,0
-41.79537,73.71148,56.19687,-98.77718,77.15945,-57.85577,-0.1010674,0.2394125,0.1156558,0
-41.30061,74.48296,57.78448,-98.00819,80.7499,-56.79202,-0.1007163,0.239159,0.1164527,0
-40.40533,75.76876,60.00248,-96.10699,85.93767,-55.44597,-0.09925749,0.2391246,0.1177432,0
-39.22733,77.42861,62.64072,-93.2524,92.21951,-54.12257,-0.09539979,0.2430014,0.1195328,0
-37.76662,79.25211,65.25561,-89.40159,98.54425,-52.9554,-0.09150153,0.248869,0.1204252,0
-35.88182,81.42628,68.03393,-84.13661,105.3292,-52.04216,-0.08588355,0.2556717,0.1213832,0
-33.52582,83.92776,70.85895,-77.37004,112.227,-51.57102,-0.07898888,0.262168,0.1218475,0
-30.81643,86.38246,73.47385,-69.80204,118.5025,-51.33229,-0.07174307,0.2677348,0.1220385,0
-27.73007,88.74366,75.71518,-61.49063,123.7649,-51.37683,-0.06322954,0.2727364,0.1219443,0
-24.66728,90.75419,77.34949,-53.5698,127.4843,-51.70549,-0.05537666,0.2760754,0.121552,0
-21.27464,92.50755,78.75033,-45.33805,130.5578,-51.91169,-0.04788259,0.279026,0.1213276,0
-17.15165,94.05051,80.17451,-35.97057,133.611,-51.79978,-0.03938369,0.2826589,0.1213804,0
-13.31138,95.07915,81.20179,-27.62344,135.7798,-51.59819,-0.032618,0.285448,0.1214383,0
-8.787866,95.85063,81.9956,-18.09756,137.4365,-51.28288,-0.02518984,0.2874939,0.1214927,0
-3.840273,96.17793,82.69601,-7.897541,138.9723,-50.69746,-0.01657348,0.2889436,0.1214849,0
