Joint angle 0,Joint angle 1,Joint angle 2,Stylus X,Stylus Y,Stylus Z,Ball X,Ball Y,Ball Z,label
-25.6568,87.87867,62.73411,-53.45979,95.51823,-57.05408,-0.07733334,0.2432182,0.1033527,0
-26.78768,87.87867,62.68741,-55.62348,95.42165,-58.17534,-0.07944591,0.2430799,0.1023211,0
-27.80075,87.87867,62.45394,-57.446,94.93936,-59.39744,-0.08116424,0.2425759,0.1011952,0
-28.76671,87.80853,62.12708,-59.18287,94.25973,-60.54846,-0.08298919,0.2417771,0.09994113,0
-29.63843,87.69164,61.68347,-60.71008,93.33827,-61.64764,-0.08452014,0.2407813,0.09883056,0
-30.41591,87.57475,61.21653,-62.02701,92.37242,-62.69475,-0.08574159,0.2397785,0.09786259,0
-31.38187,87.38773,60.84298,-63.80653,91.59267,-63.74369,-0.08736266,0.2391369,0.09689228,0
-32.18291,87.13057,60.49277,-65.36848,90.85347,-64.47791,-0.08851121,0.238839,0.09628249,0
-32.96038,86.94354,60.07252,-66.74462,89.98152,-65.41656,-0.08961105,0.2387591,0.09554338,0
-33.9499,86.80327,59.55888,-68.35866,88.93036,-66.81273,-0.09115937,0.2388387,0.09436951,0
-34.84518,86.5461,58.95185,-69.86556,87.68141,-67.99559,-0.09217671,0.2388192,0.09363537,0
-35.45774,86.26557,58.18139,-70.77,86.11048,-68.97918,-0.09288166,0.2387991,0.0930208,0
-35.99962,86.07854,57.38758,-71.383,84.51836,-70.09837,-0.09387126,0.2388006,0.09143673,0
-36.49438,85.91489,56.64047,-71.89169,83.03324,-71.17403,-0.09415135,0.2384926,0.091095,0
-36.8949,85.61098,55.87001,-72.39471,81.48994,-71.91142,-0.09498215,0.2393104,0.08983528,0
-37.31898,85.09666,54.86607,-73.02482,79.47044,-72.55707,-0.09545485,0.2394041,0.08935013,0
-37.62526,84.51221,54.02557,-73.66844,77.7558,-72.77676,-0.09631979,0.2394743,0.08860628,0
-37.90798,83.92776,53.46524,-74.49679,76.56717,-72.68214,-0.09699115,0.2397901,0.08832027,0
-38.09645,83.29654,53.06834,-75.37099,75.66341,-72.21357,-0.09816399,0.2395091,0.08890717,0
-38.14358,82.89911,53.02164,-75.97683,75.4654,-71.60478,-0.09854261,0.2398655,0.08916091,0
-38.14358,82.59519,53.09168,-76.47072,75.50639,-70.97588,-0.09781753,0.237431,0.08874472,0
-38.14358,82.33804,53.48859,-77.17824,76.16846,-70.07497,-0.1000506,0.2397198,0.09019108,0
-38.09645,81.91723,54.02557,-78.15185,77.04229,-68.66656,-0.1011865,0.2396234,0.09158488,0
-37.97866,81.02885,54.42248,-79.53731,77.48517,-66.46868,-0.1011431,0.2385049,0.0929726,0
-37.90798,79.83656,54.98281,-81.5557,78.08834,-63.61718,-0.1031648,0.2384865,0.09564988,0
-37.90798,78.59752,55.58984,-83.79045,78.71016,-60.74733,-0.1070987,0.234283,0.09633037,0
-37.93154,77.52213,56.17352,-85.80834,79.31699,-58.24941,-0.1081069,0.2383701,0.1011094,0
-37.97866,76.58699,56.94398,-87.81219,80.32572,-55.86918,-0.1103623,0.2392795,0.1042181,0
-38.00222,75.62849,57.38758,-89.5364,80.6576,-53.75777,-0.112153,0.2383914,0.1063238,0
-38.00222,74.71674,57.6444,-90.99703,80.61877,-51.8884,-0.1132157,0.2392562,0.1083703,0
-37.97866,73.66472,58.06465,-92.71907,80.77988,-49.58383,-0.115201,0.238303,0.1108665,0
-37.90798,72.91661,58.25143,-93.73797,80.64856,-47.97286,-0.1154277,0.2382781,0.1125913,0
-37.81374,72.35555,58.25143,-94.30397,80.25885,-46.83423,-0.1167061,0.2391438,0.1139423,0
-37.62526,72.00487,58.25143,-94.37807,80.00909,-45.90927,-0.1170757,0.2381646,0.1151077,0
-37.38966,71.84122,58.25143,-94.09367,79.8909,-45.23455,-0.1165982,0.2393347,0.1161927,0
-37.05982,71.70095,58.22808,-93.55299,79.74258,-44.47029,-0.1177516,0.2373146,0.1164262,0
-36.58862,71.56068,58.18139,-92.6816,79.54733,-43.50232,-0.1150521,0.2392741,0.1187469,0
-36.0703,71.37366,58.15804,-91.77453,79.36281,-42.35858,-0.1139014,0.239258,0.1198639,0
-35.45774,71.16325,58.01796,-90.59136,78.92879,-41.14725,-0.1150567,0.2370981,0.1200004,0
-34.70382,70.97623,57.69109,-88.91376,78.14347,-39.96053,-0.1114339,0.2393865,0.122365,0
-34.09126,70.81258,57.38758,-87.52528,77.42278,-39.03323,-0.1119385,0.2365638,0.1226453,0
-33.62006,70.53204,56.92064,-86.47361,76.29366,-38.29559,-0.1091071,0.239316,0.1244908,0
-33.17242,70.22812,56.38364,-85.44353,75.01215,-37.64134,-0.1067013,0.2389068,0.1238642,0
-32.81903,69.99434,55.96339,-84.61791,74.01452,-37.14441,-0.1075716,0.2389307,0.1258842,0
-32.58343,69.62029,55.54315,-84.22127,72.90551,-36.57291,-0.1064601,0.2397244,0.1259128,0
-32.37139,69.36313,55.14624,-83.75191,71.93596,-36.23231,-0.1060519,0.2399464,0.1268612,0
-32.25359,69.12935,54.79603,-83.50196,71.07572,-36.02576,-0.1045356,0.2384922,0.1265327,0
-32.23003,68.77867,54.42248,-83.58524,70.07386,-35.77303,-0.1082698,0.2370417,0.1252424,0
-32.25359,68.40462,53.93219,-83.71587,68.83086,-35.68679,-0.1024856,0.2311748,0.1277195,0
-32.3007,68.26435,53.74541,-83.85,68.35937,-35.71604,-0.108637,0.2377782,0.1250652,0
-32.32427,68.19422,53.67536,-83.934,68.16743,-35.70396,-0.1061755,0.2402384,0.1268987,0
-32.32427,68.19422,53.65202,-83.91678,68.12366,-35.73117,-0.1045624,0.2379783,0.1267795,0
-32.32427,68.19422,53.65202,-83.91678,68.12366,-35.73117,-0.1044585,0.2381197,0.1253707,0
-32.32427,68.19422,53.65202,-83.91678,68.12366,-35.73117,-0.105986,0.2399243,0.1267164,0
-32.32427,68.19422,53.65202,-83.91678,68.12366,-35.73117,-0.1094806,0.2360197,0.1249439,0
-32.32427,68.2176,53.62867,-83.87254,68.1001,-35.80108,-0.1028198,0.2316613,0.1281602,0
-32.34783,68.26435,53.60532,-83.85571,68.09669,-35.9482,-0.1045372,0.2384488,0.1268106,0
-32.34783,68.28773,53.53528,-83.77687,67.98567,-36.07268,-0.1059596,0.2402796,0.1266827,0
-32.39495,68.33449,53.48859,-83.79684,67.93851,-36.28157,-0.1034915,0.2372561,0.1274537,0
-32.39495,68.56827,53.48859,-83.5257,68.13836,-36.70889,-0.1033864,0.238675,0.127806,0
-32.44207,68.84881,53.76875,-83.51502,68.90047,-36.96471,-0.1040211,0.2387884,0.1277628,0
-32.58343,69.03584,54.32909,-84.03248,70.11258,-36.8683,-0.1048513,0.2385141,0.1274681,0
-32.60699,69.12935,54.60926,-84.18118,70.72093,-36.75491,-0.1049884,0.2384845,0.1274597,0
-32.63055,69.33975,55.02951,-84.29226,71.69398,-36.70056,-0.1050191,0.2384845,0.1275456,0
-32.63055,69.45664,55.44976,-84.45564,72.59325,-36.44538,-0.1050494,0.2384841,0.1276503,0
-32.63055,69.45664,55.63654,-84.58826,72.95168,-36.23825,-0.1050703,0.2384834,0.1277011,0
-32.63055,69.43327,55.79996,-84.73125,73.24687,-36.01492,-0.1050082,0.2384879,0.1277913,0
-32.63055,69.43327,55.9167,-84.81348,73.47173,-35.8865,-0.1049929,0.23849,0.1278417,0
-32.63055,69.43327,56.01009,-84.87908,73.65186,-35.78404,-0.1049929,0.23849,0.1278417,0
-32.60699,69.43327,56.08013,-84.87363,73.78707,-35.67245,-0.1049929,0.23849,0.1278417,0
-32.58343,69.45664,56.22021,-84.88943,74.07694,-35.52747,-0.1049929,0.23849,0.1278417,0
-32.58343,69.43327,56.40699,-85.04671,74.41955,-35.28138,-0.1049929,0.23849,0.1278417,0
-32.58343,69.45664,56.57042,-85.13236,74.7558,-35.14736,-0.1049929,0.23849,0.1278417,0
-32.58343,69.45664,56.92064,-85.37305,75.4374,-34.77076,-0.1049929,0.23849,0.1278417,0
-32.58343,69.43327,57.38758,-85.71793,76.33132,-34.23116,-0.1049929,0.23849,0.1278417,0
-32.58343,69.43327,57.78448,-85.98458,77.11115,-33.81393,-0.1049929,0.23849,0.1278417,0
-32.51274,69.43327,58.11135,-86.03555,77.75592,-33.36752,-0.1049929,0.23849,0.1278417,0
-32.46563,69.43327,58.32147,-86.06277,78.17163,-33.07949,-0.1049893,0.23849,0.1278421,0
-32.44207,69.43327,58.43821,-86.08356,78.40298,-32.92389,-0.1049792,0.2384923,0.1278884,0
-32.44207,69.43327,58.43821,-86.08356,78.40298,-32.92389,-0.1050047,0.238492,0.1279465,0
-32.46563,69.43327,58.43821,-86.13924,78.40298,-32.9593,-0.1050276,0.238491,0.1279555,0
-32.44207,69.45664,58.55495,-86.13239,78.65374,-32.84707,-0.1050532,0.23849,0.1279612,0
-32.44207,69.45664,58.90515,-86.35935,79.35041,-32.49002,-0.1050373,0.2384942,0.1280706,0
-32.41851,69.52678,59.62892,-86.68301,80.8555,-31.85691,-0.1050932,0.238497,0.1282033,0
-32.32427,69.78394,60.79628,-86.88001,83.42149,-31.04819,-0.1055112,0.2384958,0.1288096,0
-32.20647,70.15799,62.03368,-86.896,86.2485,-30.39602,-0.1060928,0.2384887,0.1295509,0
-32.04155,70.55542,63.1777,-86.68633,88.9234,-29.84647,-0.1064638,0.238534,0.1299596,0
-31.85307,71.09312,64.08825,-86.10314,91.23316,-29.76662,-0.1070536,0.2384992,0.1306586,0
-31.64103,71.88798,65.09218,-85.19536,93.93093,-30.08885,-0.1076948,0.2384791,0.1312372,0
-31.40543,72.72959,66.16615,-84.19115,96.80298,-30.45213,-0.108036,0.2384747,0.1314355,0
-31.16983,73.54783,67.26347,-83.20266,99.70119,-30.80266,-0.1083023,0.2384843,0.1319123,0
-31.00491,74.2258,68.31409,-82.50168,102.4029,-31.07079,-0.1085202,0.2384886,0.1321615,0
-31.00491,74.81025,69.34138,-82.27122,104.9954,-31.45425,-0.1086074,0.2384896,0.132227,0
-31.00491,75.44146,70.15854,-81.87892,107.1568,-32.10703,-0.1087333,0.2384889,0.1323052,0
-30.98135,76.42335,70.85895,-80.96183,109.249,-33.50748,-0.1088089,0.2384887,0.1323538,0
-30.86355,77.38185,71.18581,-79.69672,110.4739,-34.99404,-0.108834,0.2384888,0.1323716,0
-30.65151,78.2936,71.51267,-78.26914,111.6417,-36.27525,-0.1088698,0.2384889,0.1323969,0
-30.55727,78.90144,71.74615,-77.43385,112.4371,-37.19337,-0.1088922,0.238489,0.1324129,0
-30.53371,79.18198,71.74615,-77.05424,112.5612,-37.71367,-0.1088997,0.238489,0.1324185,0
-30.74575,79.25211,71.67611,-77.42904,112.437,-38.1815,-0.1089102,0.2384891,0.1324259,0
-31.07559,79.20535,71.48933,-78.1614,112.0042,-38.65547,-0.1089167,0.2384891,0.1324303,0
-31.40543,79.0417,71.23251,-79.00208,111.366,-38.95139,-0.1089167,0.2384891,0.1324303,0
-31.85307,78.64427,70.99904,-80.39673,110.6729,-38.95111,-0.1089167,0.2384891,0.1324303,0
-32.23003,78.2001,70.83561,-81.72012,110.1059,-38.73134,-0.1089167,0.2384891,0.1324303,0
-32.67767,77.68577,70.69552,-83.30434,109.548,-38.47882,-0.1089167,0.2384891,0.1324303,0
-33.10175,77.26497,70.57878,-84.73625,109.0793,-38.37351,-0.1089167,0.2384891,0.1324303,0
-33.47871,77.0078,70.4854,-85.87146,108.7411,-38.50755,-0.1089167,0.2384891,0.1324303,0
-33.92635,76.70389,70.39201,-87.22708,108.3755,-38.67125,-0.1089167,0.2384891,0.1324303,0
-34.27974,76.44672,70.25192,-88.29133,107.9295,-38.8214,-0.1089167,0.2384891,0.1324303,0
-34.51534,76.37659,70.25192,-88.9131,107.8912,-39.05482,-0.1089167,0.2384891,0.1324303,0
-34.68026,76.35321,70.25192,-89.31499,107.8784,-39.2678,-0.1089167,0.2384891,0.1324303,0
-34.7745,76.35321,70.29861,-89.5481,107.9807,-39.38475,-0.1089167,0.2384891,0.1324303,0
-34.84518,76.35321,70.34531,-89.72803,108.083,-39.46528,-0.1089167,0.2384891,0.1324303,0
-34.96298,76.35321,70.34531,-89.99283,108.083,-39.65003,-0.1089167,0.2384891,0.1324303,0
-35.1279,76.32983,70.34531,-90.39333,108.0702,-39.86636,-0.1089167,0.2384891,0.1324303,0
-35.26926,76.18957,70.20523,-90.82961,107.6857,-39.92069,-0.1089167,0.2384891,0.1324303,0
-35.3635,75.81551,69.71494,-91.30331,106.4031,-39.70028,-0.1089167,0.2384891,0.1324303,0
-35.55198,75.1843,68.99117,-92.20764,104.459,-39.32742,-0.1089167,0.2384891,0.1324303,0
-35.74046,74.48296,68.19736,-93.15796,102.3119,-38.89999,-0.1089167,0.2384891,0.1324303,0
-35.92894,73.80499,67.40356,-94.06434,100.1703,-38.5433,-0.1089167,0.2384891,0.1324303,0
-36.14098,73.1504,66.65645,-95.00529,98.13605,-38.26078,-0.1089167,0.2384891,0.1324303,0
-36.32946,72.4958,65.72256,-95.77517,95.69762,-38.10831,-0.1089167,0.2384891,0.1324303,0
-36.44726,71.93473,64.9054,-96.30958,93.57075,-37.94421,-0.1089167,0.2384891,0.1324303,0
-36.5415,71.46716,64.13494,-96.67979,91.61034,-37.89248,-0.1089167,0.2384891,0.1324303,0
-36.58862,71.09312,63.52791,-96.90713,90.06295,-37.81028,-0.1089167,0.2384891,0.1324303,0
-36.58862,70.95284,63.24775,-96.91704,89.37381,-37.79693,-0.1089167,0.2384891,0.1324303,0
-36.58862,70.92947,63.13101,-96.87465,89.11356,-37.85403,-0.1089167,0.2384891,0.1324303,0
-36.58862,70.81258,63.08431,-96.99856,88.92748,-37.68712,-0.1089169,0.2384891,0.1324303,0
-36.61218,70.62555,63.06097,-97.28264,88.73531,-37.41697,-0.1089169,0.2384891,0.1324303,0
-36.68286,70.20474,62.50063,-97.63897,87.24731,-37.27546,-0.109138,0.2386111,0.1325871,0
-36.8949,69.73718,61.77686,-98.26456,85.38539,-37.44962,-0.1097821,0.2387763,0.1324712,0
-37.2483,69.19948,61.0064,-99.25974,83.37225,-37.80877,-0.1106146,0.2388943,0.1322578,0
-37.67238,68.59165,60.02582,-100.3433,80.87625,-38.39146,-0.1114284,0.2391746,0.1318021,0
-38.00222,68.17085,59.20866,-101.0582,78.87477,-39.01177,-0.1111175,0.2379155,0.1314244,0
-38.1907,68.00719,58.74172,-101.3552,77.80135,-39.50742,-0.112081,0.2390662,0.1311674,0
-38.28493,67.98382,58.62498,-101.5108,77.54886,-39.74555,-0.1122333,0.2393571,0.1308875,0
-38.28493,67.96043,58.62498,-101.542,77.52845,-39.70596,-0.1121485,0.2393444,0.131011,0
-38.28493,67.98382,58.62498,-101.5108,77.54886,-39.74555,-0.1120221,0.2393243,0.1310702,0
-38.21426,68.00719,58.64833,-101.3384,77.61564,-39.63784,-0.1118101,0.239302,0.1311504,0
-38.09645,68.03057,58.69503,-101.0772,77.72884,-39.425,-0.1115928,0.2392694,0.1313591,0
-37.97866,68.05395,58.71837,-100.7983,77.79562,-39.23499,-0.1113423,0.2392433,0.1314832,0
-37.79018,68.24097,58.9285,-100.2806,78.37605,-39.0233,-0.1107614,0.2391476,0.1317662,0
-37.50746,68.6384,59.39544,-99.45661,79.64908,-38.77055,-0.1102973,0.2390761,0.1317129,0
-37.10694,69.22286,60.09586,-98.27811,81.5462,-38.43575,-0.1094574,0.2389055,0.1318503,0
-36.47082,70.20474,61.09979,-96.23746,84.37406,-38.15391,-0.108058,0.2387052,0.1318935,0
-35.5991,71.77108,62.43059,-93.09223,88.29031,-38.31584,-0.1043686,0.2401006,0.132033,0
-34.32687,73.85175,64.22832,-88.63251,93.46001,-38.55038,-0.1001302,0.2452234,0.1317962,0
-33.19599,75.34795,65.88599,-85.10619,97.88278,-38.27423,-0.09633069,0.2501851,0.1320454,0
-31.59391,77.10131,67.96389,-80.35291,103.3034,-37.70708,-0.09166286,0.2557191,0.1325967,0
